Order ID,Order Date,Ship Date,Ship Mode,Customer ID,SubTotal,RegionID
CA-2017-150609,4/30/2017,05/04/2017,Standard Class,NZ-18565,23.24,2
CA-2017-150623,04/10/2017,4/14/2017,Standard Class,DB-13360,99.99,2
CA-2017-150707,10/14/2017,10/19/2017,Standard Class,EL-13735,37.66,2
CA-2017-150910,12/22/2017,12/28/2017,Standard Class,JL-15130,934.956,3
CA-2017-150931,01/06/2017,1/13/2017,Standard Class,DP-13390,33.74,3
CA-2017-150959,11/11/2017,11/13/2017,First Class,TD-20995,10.44,2
CA-2017-150987,04/08/2017,04/12/2017,Standard Class,AH-10120,244.55,1
CA-2017-151008,09/07/2017,09/08/2017,First Class,JM-16195,25.16,1
CA-2017-151071,4/25/2017,4/29/2017,Second Class,MB-18085,13.904,2
CA-2017-151176,2/13/2017,2/20/2017,Standard Class,SV-20785,25.02,1
CA-2017-151183,10/14/2017,10/19/2017,Standard Class,BK-11260,46.36,2
CA-2017-151190,6/27/2017,07/01/2017,Standard Class,GT-14710,20.07,3
CA-2017-151211,8/17/2017,8/23/2017,Standard Class,AH-10120,102.93,1
CA-2017-151218,6/20/2017,6/23/2017,First Class,PJ-19015,4.464,1
CA-2017-151225,10/27/2017,10/29/2017,First Class,JM-15655,189.576,2
CA-2017-151281,4/27/2017,05/02/2017,Standard Class,HM-14980,139.58,2
CA-2017-151358,8/18/2017,8/22/2017,Standard Class,NF-18595,323.1,2
CA-2017-151428,9/21/2017,9/26/2017,Standard Class,RH-19495,20.16,3
CA-2017-151484,4/20/2017,4/23/2017,First Class,CV-12805,51.968,2
CA-2017-151596,10/08/2017,10/11/2017,First Class,BP-11050,42.76,2
CA-2017-151750,01/01/2017,01/05/2017,Standard Class,JM-15250,454.56,4
CA-2017-151799,12/14/2017,12/18/2017,Standard Class,BF-11170,1199.98,1
CA-2017-151855,5/27/2017,06/03/2017,Standard Class,BW-11110,27.192,3
CA-2017-151911,4/30/2017,05/05/2017,Second Class,DL-13495,62.96,1
CA-2017-151981,08/06/2017,08/12/2017,Standard Class,GM-14455,824.95,3
CA-2017-152079,1/20/2017,1/21/2017,First Class,ML-17410,11.52,2
CA-2017-152093,09/10/2017,9/15/2017,Standard Class,SN-20560,762.594,1
CA-2017-152135,3/16/2017,3/18/2017,Second Class,MG-17650,445.44,2
CA-2017-152142,11/14/2017,11/19/2017,Standard Class,LW-16990,321.568,1
CA-2017-152198,09/09/2017,09/10/2017,First Class,JD-16015,17.712,3
CA-2017-152205,9/28/2017,10/05/2017,Standard Class,SF-20965,2.655,3
CA-2017-152226,05/12/2017,5/16/2017,Standard Class,JH-15910,5.904,1
CA-2017-152261,03/02/2017,03/06/2017,Standard Class,JA-15970,18.528,1
CA-2017-152275,10/01/2017,10/08/2017,Standard Class,KH-16630,6.672,3
CA-2017-152310,08/12/2017,8/19/2017,Standard Class,DK-12895,299.99,3
CA-2017-152436,12/08/2017,12/10/2017,Second Class,CW-11905,592.74,3
CA-2017-152485,09/04/2017,09/08/2017,Standard Class,JD-15790,10.192,3
CA-2017-152499,1/22/2017,1/25/2017,Second Class,EH-13765,15.12,2
CA-2017-152583,10/30/2017,10/30/2017,Same Day,RA-19945,16.192,1
CA-2017-152660,12/04/2017,12/09/2017,Standard Class,CB-12415,61.568,2
CA-2017-152695,12/10/2017,12/10/2017,Same Day,CC-12220,10.86,3
CA-2017-152702,10/12/2017,10/16/2017,Standard Class,SN-20710,254.604,3
CA-2017-152709,10/07/2017,10/12/2017,Standard Class,DB-13210,85.52,3
CA-2017-152737,11/07/2017,11/12/2017,Standard Class,TS-21505,21.792,4
CA-2017-152786,03/12/2017,3/17/2017,Standard Class,GA-14725,40.41,2
CA-2017-152807,10/30/2017,11/03/2017,Standard Class,MC-18100,20.736,3
CA-2017-152856,09/08/2017,09/10/2017,Second Class,RS-19765,116.832,2
CA-2017-152912,11/09/2017,11/12/2017,Second Class,BM-11650,9.64,2
CA-2017-152926,10/02/2017,10/04/2017,Second Class,SC-20695,15.224,4
CA-2017-152933,10/12/2017,10/16/2017,Standard Class,MG-17650,369.544,2
CA-2017-152961,1/15/2017,1/19/2017,Standard Class,SC-20095,12.7,1
CA-2017-152968,5/26/2017,5/30/2017,Standard Class,BM-11785,23.08,2
CA-2017-152975,9/14/2017,9/16/2017,First Class,RB-19705,1079.85,1
CA-2017-153045,1/19/2017,1/24/2017,Second Class,NS-18505,429.6,3
CA-2017-153080,5/22/2017,5/25/2017,Second Class,EH-13945,68.46,1
CA-2017-153227,12/04/2017,12/06/2017,First Class,CS-12250,11.76,4
CA-2017-153339,11/03/2017,11/05/2017,Second Class,DJ-13510,15.992,4
CA-2017-153654,11/24/2017,11/26/2017,Second Class,MD-17860,19.008,3
CA-2017-153787,5/19/2017,5/23/2017,Standard Class,AT-10735,97.16,1
CA-2017-153822,9/19/2017,9/25/2017,Standard Class,AB-10105,12.624,1
CA-2017-153843,3/13/2017,3/15/2017,First Class,SC-20380,30.88,1
CA-2017-153871,12/11/2017,12/17/2017,Standard Class,RB-19435,40.2,3
CA-2017-154011,6/19/2017,6/26/2017,Standard Class,DB-13270,6.888,1
CA-2017-154039,2/17/2017,2/22/2017,Standard Class,JK-16120,480.96,3
CA-2017-154074,8/31/2017,09/02/2017,Second Class,BW-11110,569.568,3
CA-2017-154088,11/12/2017,11/17/2017,Standard Class,LB-16735,26.72,3
CA-2017-154102,02/06/2017,2/13/2017,Standard Class,SN-20560,29.9,1
CA-2017-154109,11/06/2017,11/11/2017,Standard Class,ML-17410,127.372,2
CA-2017-154116,12/15/2017,12/19/2017,Standard Class,KM-16660,22.83,4
CA-2017-154123,11/20/2017,11/25/2017,Standard Class,SC-20050,27.58,2
CA-2017-154137,11/11/2017,11/17/2017,Standard Class,MT-17815,35.48,1
CA-2017-154214,3/20/2017,3/25/2017,Second Class,TB-21595,2.91,3
CA-2017-154410,10/21/2017,10/24/2017,First Class,MD-17860,909.12,3
CA-2017-154466,01/01/2017,01/02/2017,First Class,DP-13390,3.6,3
CA-2017-154501,4/30/2017,05/05/2017,Standard Class,EA-14035,9.78,4
CA-2017-154676,08/05/2017,08/08/2017,First Class,NZ-18565,151.056,2
CA-2017-154718,1/19/2017,1/23/2017,Second Class,DL-12865,6,2
CA-2017-154732,11/05/2017,11/07/2017,First Class,AH-10195,16.03,4
CA-2017-154760,01/09/2017,1/13/2017,Standard Class,BP-11290,274.491,3
CA-2017-154809,2/13/2017,2/17/2017,Standard Class,MH-17455,90.64,4
CA-2017-154816,11/06/2017,11/10/2017,Standard Class,VB-21745,5.78,4
CA-2017-154907,3/31/2017,04/04/2017,Standard Class,DS-13180,205.3328,3
CA-2017-154935,12/24/2017,12/29/2017,Standard Class,AR-10540,17.88,2
CA-2017-154949,10/15/2017,10/19/2017,Standard Class,MC-17275,14.73,4
CA-2017-155047,8/27/2017,8/30/2017,First Class,SE-20110,5.952,2
CA-2017-155075,12/02/2017,12/09/2017,Standard Class,GW-14605,631.176,1
CA-2017-155089,12/02/2017,12/06/2017,Standard Class,DB-12910,45.66,4
CA-2017-155152,07/07/2017,07/09/2017,Second Class,MP-17965,252,2
CA-2017-155159,11/25/2017,11/29/2017,Second Class,DL-13315,48.87,2
CA-2017-155292,10/30/2017,11/01/2017,First Class,RD-19810,105.98,1
CA-2017-155362,12/17/2017,12/21/2017,Standard Class,DP-13105,32.56,1
CA-2017-155376,12/22/2017,12/27/2017,Standard Class,SG-20080,839.43,3
CA-2017-155460,4/13/2017,4/15/2017,First Class,RW-19630,5.28,3
CA-2017-155558,10/26/2017,11/02/2017,Standard Class,PG-18895,19.99,3
CA-2017-155607,11/26/2017,11/30/2017,Standard Class,FG-14260,58.73,1
CA-2017-155621,11/08/2017,11/13/2017,Standard Class,KN-16450,274.2,4
CA-2017-155642,5/18/2017,5/22/2017,Standard Class,BM-11575,22.608,2
CA-2017-155698,03/08/2017,03/11/2017,First Class,VB-21745,647.84,4
CA-2017-155705,8/21/2017,8/23/2017,Second Class,NF-18385,866.4,4
CA-2017-155712,03/02/2017,03/08/2017,Standard Class,KD-16615,107.648,1
CA-2017-155740,7/30/2017,08/02/2017,First Class,TC-21475,76.776,4
CA-2017-155824,03/10/2017,3/15/2017,Standard Class,KS-16300,48.784,1
CA-2017-155873,6/16/2017,6/21/2017,Standard Class,AB-10255,16.68,2
CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150,90.99,3
CA-2017-155929,09/09/2017,9/13/2017,Standard Class,AI-10855,6.368,2
CA-2017-155936,6/22/2017,6/29/2017,Standard Class,JK-15730,3.036,4
CA-2017-155957,11/26/2017,11/30/2017,Standard Class,CC-12610,52.272,2
CA-2017-155985,3/23/2017,3/25/2017,First Class,BE-11335,211.84,3
CA-2017-156139,12/31/2016,01/06/2017,Standard Class,BP-11155,38.376,4
CA-2017-156237,9/14/2017,9/15/2017,First Class,PS-18760,3.882,1
CA-2017-156272,3/21/2017,3/27/2017,Standard Class,PW-19030,64.384,4
CA-2017-156363,10/22/2017,10/28/2017,Standard Class,ML-17395,32.7,1
CA-2017-156391,9/26/2017,9/28/2017,First Class,SL-20155,2.224,4
CA-2017-156412,12/04/2017,12/08/2017,Standard Class,CM-12160,5.346,3
CA-2017-156622,11/23/2017,11/26/2017,First Class,JP-15460,36.288,2
CA-2017-156664,12/18/2017,12/23/2017,Standard Class,BP-11290,7.236,3
CA-2017-156720,12/30/2017,01/03/2018,Standard Class,JM-15580,3.024,4
CA-2017-156769,05/06/2017,05/09/2017,First Class,GZ-14470,54.66,3
CA-2017-156776,08/07/2017,08/11/2017,Standard Class,JL-15505,707.88,2
CA-2017-156818,07/11/2017,7/13/2017,Second Class,JD-16015,132.6,3
CA-2017-156895,05/08/2017,05/12/2017,Standard Class,DJ-13510,128.058,4
CA-2017-156951,10/01/2017,10/08/2017,Standard Class,EB-13840,91.84,1
CA-2017-156958,12/05/2017,12/06/2017,First Class,PB-18805,83.92,1
CA-2017-157091,6/26/2017,07/01/2017,Standard Class,DB-13405,526.45,3
CA-2017-157112,4/23/2017,4/26/2017,First Class,GG-14650,11.76,4
CA-2017-157196,11/05/2017,11/09/2017,Standard Class,AA-10645,12.96,2
CA-2017-157252,1/20/2017,1/23/2017,Second Class,CV-12805,207.846,2
CA-2017-157273,1/30/2017,02/02/2017,First Class,SZ-20035,604.768,1
CA-2017-157350,8/26/2017,09/01/2017,Standard Class,DP-13000,64.96,3
CA-2017-157413,06/01/2017,06/06/2017,Standard Class,BW-11065,324.744,4
CA-2017-157420,11/21/2017,11/21/2017,Same Day,HZ-14950,55.176,2
CA-2017-157448,11/16/2017,11/20/2017,Standard Class,LC-16885,119.94,1
CA-2017-157469,12/02/2017,12/07/2017,Standard Class,ES-14080,19.728,4
CA-2017-157483,11/11/2017,11/18/2017,Standard Class,EP-13915,181.86,3
CA-2017-157651,12/10/2017,12/14/2017,Standard Class,HA-14920,14.2,1
CA-2017-157672,10/05/2017,10/07/2017,First Class,RB-19795,63.824,4
CA-2017-157833,6/17/2017,6/20/2017,First Class,KD-16345,51.312,1
CA-2017-157854,04/08/2017,4/15/2017,Standard Class,DM-13345,56.28,4
CA-2017-157903,04/04/2017,04/08/2017,Standard Class,AM-10705,383.84,4
CA-2017-157931,9/17/2017,9/22/2017,Second Class,MO-17800,723.92,2
CA-2017-157966,3/13/2017,3/13/2017,Same Day,SU-20665,19.456,4
CA-2017-157980,12/07/2017,12/09/2017,First Class,SH-20395,127.984,4
CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,23.1,2
CA-2017-158036,09/08/2017,9/14/2017,Standard Class,DB-13555,9.096,4
CA-2017-158071,06/10/2017,6/15/2017,Standard Class,BD-11320,88.776,1
CA-2017-158106,06/04/2017,06/10/2017,Standard Class,CT-11995,8.64,3
CA-2017-158120,11/17/2017,11/21/2017,Standard Class,KH-16330,19.608,4
CA-2017-158169,08/12/2017,8/15/2017,First Class,JM-16195,542.94,1
CA-2017-158246,11/09/2017,11/11/2017,First Class,JB-15400,215.976,3
CA-2017-158344,08/07/2017,08/11/2017,Standard Class,CC-12475,63.96,2
CA-2017-158379,9/22/2017,9/26/2017,Second Class,JA-15970,5.607,1
CA-2017-158386,10/16/2017,10/21/2017,Standard Class,BO-11425,124.75,4
CA-2017-158407,06/04/2017,06/10/2017,Standard Class,LW-16990,31.984,1
CA-2017-158561,11/11/2017,11/16/2017,Second Class,BB-11545,1158.12,3
CA-2017-158673,12/29/2017,01/04/2018,Standard Class,KB-16600,209.7,3
CA-2017-158722,10/20/2017,10/26/2017,Standard Class,MA-17560,45.528,3
CA-2017-158729,12/19/2017,12/21/2017,First Class,AC-10450,1665.62,3
CA-2017-158736,12/18/2017,12/24/2017,Standard Class,TT-21460,5.76,3
CA-2017-158743,10/20/2017,10/27/2017,Standard Class,IG-15085,13.36,1
CA-2017-158876,11/19/2017,11/21/2017,Second Class,AB-10150,16.896,2
CA-2017-158883,06/02/2017,06/03/2017,Same Day,CS-11860,25.344,4
CA-2017-158953,06/04/2017,06/08/2017,Standard Class,ML-18040,6.37,1
CA-2017-158967,12/10/2017,12/12/2017,First Class,BT-11680,19.104,2
CA-2017-159100,10/16/2017,10/21/2017,Standard Class,VP-21760,18.528,1
CA-2017-159107,6/24/2017,6/26/2017,Second Class,KT-16480,2.88,2
CA-2017-159135,11/04/2017,11/08/2017,Standard Class,KM-16375,4.3,4
CA-2017-159149,2/17/2017,2/19/2017,First Class,CR-12820,89.0664,2
CA-2017-159156,11/13/2017,11/16/2017,First Class,KB-16600,629.95,3
CA-2017-159226,4/25/2017,4/27/2017,Second Class,RL-19615,344.981,4
CA-2017-159282,10/16/2017,10/21/2017,Standard Class,GH-14410,599.985,1
CA-2017-159352,03/12/2017,3/17/2017,Standard Class,KB-16585,69.93,3
CA-2017-159366,01/07/2017,01/10/2017,First Class,BW-11110,3059.982,3
CA-2017-159457,10/19/2017,10/26/2017,Standard Class,RD-19480,16.68,1
CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,17.24,2
CA-2017-159506,11/27/2017,12/02/2017,Standard Class,JR-16210,158.28,2
CA-2017-159597,11/09/2017,11/14/2017,Standard Class,MC-17590,63.56,2
CA-2017-159604,4/14/2017,4/15/2017,First Class,CL-12700,8.76,3
CA-2017-159667,11/09/2017,11/13/2017,Standard Class,PM-19135,191.976,3
CA-2017-159688,05/07/2017,05/12/2017,Standard Class,AB-10060,79.99,2
CA-2017-159793,8/25/2017,8/29/2017,Standard Class,SV-20365,130.98,2
CA-2017-159884,8/31/2017,09/05/2017,Standard Class,JF-15490,10.744,1
CA-2017-159954,09/10/2017,9/14/2017,Standard Class,SS-20410,2.78,1
CA-2017-160017,9/28/2017,10/02/2017,Standard Class,SP-20860,10.368,2
CA-2017-160031,12/04/2017,12/07/2017,Second Class,LT-16765,74.352,1
CA-2017-160045,4/26/2017,4/27/2017,First Class,LB-16735,1.988,3
CA-2017-160087,3/18/2017,3/22/2017,Standard Class,EN-13780,23.832,2
CA-2017-160122,11/18/2017,11/23/2017,Standard Class,RD-19930,55.584,3
CA-2017-160325,9/24/2017,9/24/2017,Same Day,BP-11095,391.98,3
CA-2017-160395,12/31/2016,01/06/2017,Standard Class,KL-16555,3.64,1
CA-2017-160416,11/13/2017,11/18/2017,Second Class,AD-10180,163.96,3
CA-2017-160423,1/21/2017,1/26/2017,Standard Class,PS-19045,348.208,4
CA-2017-160458,5/27/2017,5/29/2017,Second Class,EH-13945,25.92,1
CA-2017-160514,11/12/2017,11/16/2017,Standard Class,DB-13120,10.56,1
CA-2017-160633,11/16/2017,11/21/2017,Standard Class,BS-11380,899.982,3
CA-2017-160661,10/28/2017,11/01/2017,Standard Class,SA-20830,21.93,3
CA-2017-160724,05/05/2017,05/10/2017,Standard Class,YS-21880,34.5,4
CA-2017-160801,9/19/2017,9/19/2017,Same Day,FG-14260,4.842,1
CA-2017-160885,12/02/2017,12/06/2017,Standard Class,JK-16090,2479.96,3
CA-2017-160899,08/11/2017,8/13/2017,Second Class,DR-12940,477.51,2
CA-2017-160927,1/29/2017,1/31/2017,Second Class,TM-21010,12.96,1
CA-2017-160934,1/15/2017,1/19/2017,Standard Class,TT-21460,21.4,3
CA-2017-160962,4/28/2017,05/02/2017,Standard Class,MC-17605,8.384,3
CA-2017-160983,10/29/2017,10/31/2017,Second Class,GB-14530,46.96,2
CA-2017-161018,11/09/2017,11/11/2017,Second Class,PN-18775,96.53,2
CA-2017-161046,03/05/2017,03/05/2017,Same Day,CB-12535,42.68,4
CA-2017-161053,9/22/2017,9/23/2017,First Class,JE-15745,691.96,4
CA-2017-161067,09/03/2017,09/06/2017,Second Class,KB-16405,419.4,1
CA-2017-161088,5/25/2017,5/29/2017,Standard Class,MH-18115,29.84,2
CA-2017-161102,7/31/2017,08/03/2017,First Class,EC-14050,56.56,2
CA-2017-161130,11/03/2017,11/08/2017,Standard Class,BF-11275,361.376,1
CA-2017-161172,3/16/2017,3/16/2017,Same Day,SP-20920,44.376,1
CA-2017-161200,08/06/2017,08/10/2017,Second Class,SV-20365,145.74,2
CA-2017-161333,02/02/2017,02/07/2017,Standard Class,JL-15835,86.26,1
CA-2017-161340,5/28/2017,06/01/2017,Standard Class,AM-10360,13.872,3
CA-2017-161410,6/26/2017,07/03/2017,Standard Class,CC-12220,358.2,3
CA-2017-161459,11/25/2017,11/29/2017,Second Class,EB-13750,39.96,1
CA-2017-161480,12/25/2017,12/29/2017,Standard Class,RA-19285,191.984,2
CA-2017-161557,09/03/2017,09/08/2017,Standard Class,AG-10900,108.4,1
CA-2017-161578,12/16/2017,12/21/2017,Second Class,RB-19465,13.36,3
CA-2017-161592,04/06/2017,04/10/2017,Standard Class,CS-12175,8.1,4
CA-2017-161655,5/13/2017,5/18/2017,Second Class,CW-11905,299.52,3
CA-2017-161739,11/10/2017,11/15/2017,Second Class,EB-13750,341.96,1
CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,899.43,3
CA-2017-161809,1/20/2017,1/26/2017,Standard Class,TH-21100,160.776,1
CA-2017-161823,09/03/2017,09/08/2017,Standard Class,AG-10300,5.96,1
CA-2017-161851,4/15/2017,4/17/2017,First Class,BP-11095,15.57,3
CA-2017-161893,1/23/2017,1/27/2017,Standard Class,HP-14815,95.984,3
CA-2017-161956,8/27/2017,8/29/2017,Second Class,DR-12880,198.46,3
CA-2017-161970,9/22/2017,9/27/2017,Standard Class,PB-19105,12.96,3
CA-2017-161984,04/10/2017,4/15/2017,Standard Class,SJ-20125,7.61,2
CA-2017-162015,07/11/2017,7/18/2017,Standard Class,KB-16240,1287.45,1
CA-2017-162033,3/26/2017,04/02/2017,Standard Class,EM-14200,53.25,4
CA-2017-162075,3/18/2017,3/24/2017,Standard Class,TT-21220,537.544,3
CA-2017-162096,11/10/2017,11/10/2017,Same Day,TB-21190,7.8,4
CA-2017-162173,10/26/2017,11/01/2017,Standard Class,OT-18730,356.85,1
CA-2017-162250,11/24/2017,11/24/2017,Same Day,PR-18880,7.78,1
CA-2017-162474,3/13/2017,3/16/2017,First Class,FH-14275,7.992,3
CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,8.26,3
CA-2017-162565,12/11/2017,12/11/2017,Same Day,RR-19315,10.368,1
CA-2017-162572,9/25/2017,9/27/2017,Second Class,RB-19360,119.96,2
CA-2017-162635,10/09/2017,10/10/2017,First Class,EB-14170,10.816,4
CA-2017-162691,08/01/2017,08/07/2017,Standard Class,AS-10045,1439.982,4
CA-2017-162712,6/18/2017,6/20/2017,Second Class,NK-18490,74.352,1
CA-2017-162789,9/22/2017,9/24/2017,Second Class,LC-17140,1071,3
CA-2017-162880,12/25/2017,12/29/2017,Standard Class,GD-14590,3.856,2
CA-2017-162929,11/19/2017,11/22/2017,First Class,AS-10135,41.28,2
CA-2017-162936,8/18/2017,8/22/2017,Standard Class,CM-12160,23.18,3
CA-2017-162978,05/04/2017,05/09/2017,Standard Class,LW-16990,183.96,1
CA-2017-163006,6/30/2017,07/04/2017,Second Class,GH-14410,1001.584,1
CA-2017-163020,9/15/2017,9/19/2017,Standard Class,MO-17800,35.56,2
CA-2017-163069,8/18/2017,8/21/2017,Second Class,PJ-19015,9.912,1
CA-2017-163097,8/27/2017,8/31/2017,Standard Class,SF-20200,120.576,1
CA-2017-163125,10/09/2017,10/11/2017,Second Class,MB-17305,67.144,2
CA-2017-163139,12/01/2017,12/03/2017,Second Class,CC-12670,20.37,2
CA-2017-163160,10/13/2017,10/16/2017,First Class,TS-21610,63.312,1
CA-2017-163188,11/07/2017,11/07/2017,Same Day,EC-14050,38.16,2
CA-2017-163209,05/03/2017,05/07/2017,Standard Class,MK-18160,25.92,4
CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,18.368,3
CA-2017-163321,08/07/2017,08/11/2017,Second Class,FM-14380,79.992,1
CA-2017-163335,9/24/2017,9/27/2017,First Class,AG-10675,40.29,3
CA-2017-163405,12/21/2017,12/25/2017,Standard Class,BN-11515,6.63,1
CA-2017-163510,12/25/2017,12/28/2017,Second Class,JW-15955,95.94,1
CA-2017-163531,6/26/2017,6/30/2017,Standard Class,SC-20725,239.97,2
CA-2017-163566,08/03/2017,08/06/2017,First Class,TB-21055,16.52,2
CA-2017-163629,11/17/2017,11/21/2017,Standard Class,RA-19885,79.99,1
CA-2017-163671,12/24/2017,12/30/2017,Standard Class,DP-13105,21.312,1
CA-2017-163692,09/07/2017,09/09/2017,First Class,Dp-13240,7.857,1
CA-2017-163818,10/04/2017,10/08/2017,Standard Class,PS-18970,19.98,3
CA-2017-163860,12/28/2017,01/01/2018,Standard Class,LO-17170,1.68,1
CA-2017-163874,11/10/2017,11/12/2017,Second Class,NC-18535,26.352,3
CA-2017-163902,03/02/2017,03/08/2017,Standard Class,MY-17380,196.776,1
CA-2017-163979,12/28/2017,01/02/2018,Second Class,KH-16690,725.84,1
CA-2017-164000,12/18/2017,12/22/2017,Standard Class,AH-10030,18.704,2
CA-2017-164028,11/24/2017,11/30/2017,Standard Class,JL-15835,223.58,1
CA-2017-164042,5/23/2017,5/27/2017,Standard Class,KL-16645,1.824,3
CA-2017-164049,11/02/2017,11/06/2017,Standard Class,KH-16630,23.85,3
CA-2017-164098,1/26/2017,1/27/2017,First Class,CG-12520,18.16,4
CA-2017-164112,6/30/2017,07/04/2017,Standard Class,ND-18460,1085.42,4
CA-2017-164168,11/12/2017,11/18/2017,Standard Class,LS-16975,30.56,1
CA-2017-164329,1/30/2017,1/30/2017,Same Day,MM-17920,129.3,1
CA-2017-164364,11/12/2017,11/16/2017,Standard Class,CS-12355,9.96,4
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,6.56,1
CA-2017-164707,2/18/2017,2/21/2017,Second Class,CV-12805,167.976,2
CA-2017-164756,9/18/2017,9/22/2017,Standard Class,SS-20140,95.68,2
CA-2017-164819,10/15/2017,10/19/2017,Second Class,RS-19420,13.05,1
CA-2017-164826,12/28/2017,01/04/2018,Standard Class,JF-15415,72.45,2
CA-2017-164917,12/02/2017,12/07/2017,Standard Class,MK-17905,47.96,2
CA-2017-164959,07/11/2017,7/15/2017,Standard Class,KN-16390,8.67,1
CA-2017-165008,9/15/2017,9/17/2017,Second Class,DO-13645,295.056,1
CA-2017-165029,11/26/2017,11/30/2017,Standard Class,AH-10075,12.84,2
CA-2017-165099,12/11/2017,12/13/2017,First Class,DK-13375,1.392,2
CA-2017-165155,9/21/2017,9/23/2017,First Class,BM-11575,15.51,2
CA-2017-165204,11/13/2017,11/16/2017,Second Class,MN-17935,8.904,3
CA-2017-165323,6/17/2017,6/21/2017,Standard Class,SR-20740,3404.5,2
CA-2017-165386,08/03/2017,08/04/2017,First Class,CM-12190,183.372,2
CA-2017-165491,3/20/2017,3/24/2017,Standard Class,HW-14935,265.93,1
CA-2017-165603,10/17/2017,10/19/2017,Second Class,SS-20140,49.96,2
CA-2017-165687,11/17/2017,11/23/2017,Standard Class,CS-12355,35.04,4
CA-2017-165715,12/02/2017,12/08/2017,Standard Class,BG-11035,32.776,4
CA-2017-165757,6/22/2017,6/28/2017,Standard Class,PL-18925,10.332,3
CA-2017-165841,12/21/2017,12/28/2017,Standard Class,DB-13210,281.97,3
CA-2017-165904,04/07/2017,04/11/2017,Standard Class,HR-14770,16.256,1
CA-2017-166093,8/17/2017,8/24/2017,Standard Class,RW-19540,23.36,1
CA-2017-166128,04/11/2017,4/18/2017,Standard Class,LW-17215,199.95,1
CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260,26.55,2
CA-2017-166184,3/24/2017,3/27/2017,First Class,HR-14830,47.01,1
CA-2017-166198,4/21/2017,4/24/2017,First Class,JW-15955,11.54,1
CA-2017-166296,3/13/2017,3/19/2017,Standard Class,KF-16285,314.55,1
CA-2017-166317,9/22/2017,9/26/2017,Standard Class,JE-15610,219.84,3
CA-2017-166415,2/19/2017,2/23/2017,Standard Class,ME-17725,11.22,1
CA-2017-166436,11/24/2017,11/28/2017,Standard Class,TS-21370,5.88,2
CA-2017-166499,3/19/2017,3/20/2017,First Class,VG-21805,8.94,4
CA-2017-166576,5/16/2017,5/18/2017,First Class,JM-15865,221.024,2
CA-2017-166695,5/20/2017,5/24/2017,Standard Class,CC-12430,518.272,3
CA-2017-166709,11/17/2017,11/22/2017,Standard Class,HL-15040,10499.97,3
CA-2017-166835,11/12/2017,11/14/2017,Second Class,DK-13375,221.024,2
CA-2017-166849,4/20/2017,4/26/2017,Standard Class,SJ-20125,44.4,2
CA-2017-166856,9/18/2017,9/22/2017,Standard Class,TS-21505,10.08,4
CA-2017-166898,09/11/2017,9/13/2017,Second Class,KH-16630,143.952,3
CA-2017-166919,11/23/2017,11/27/2017,Standard Class,AH-10210,195.96,1
CA-2017-166926,12/01/2017,12/08/2017,Standard Class,SO-20335,41.86,4
CA-2017-166933,4/24/2017,4/28/2017,Standard Class,MG-17890,1.81,2
CA-2017-167003,5/23/2017,5/29/2017,Standard Class,VS-21820,171.288,1
CA-2017-167017,11/23/2017,11/25/2017,First Class,DC-12850,4.36,4
CA-2017-167080,06/10/2017,6/14/2017,Standard Class,LC-16930,8.4,3
CA-2017-167094,10/21/2017,10/22/2017,First Class,DK-12835,5.184,1
CA-2017-167101,3/24/2017,3/28/2017,Second Class,BM-11650,221.92,2
CA-2017-167150,12/10/2017,12/17/2017,Standard Class,BP-11185,19.936,1
CA-2017-167227,11/02/2017,11/05/2017,First Class,NP-18670,83.9,3
CA-2017-167381,9/22/2017,9/24/2017,Second Class,EH-14005,241.96,1
CA-2017-167395,12/02/2017,12/04/2017,First Class,KM-16720,286.86,1
CA-2017-167542,8/13/2017,8/20/2017,Standard Class,KD-16495,17.544,2
CA-2017-167549,7/25/2017,7/27/2017,First Class,EM-14200,298.116,4
CA-2017-167626,09/03/2017,09/07/2017,Standard Class,MY-18295,8.904,3
CA-2017-167640,03/06/2017,03/10/2017,Standard Class,FC-14245,23.88,2
CA-2017-167661,10/05/2017,10/10/2017,Standard Class,MP-18175,39.92,1
CA-2017-167668,05/06/2017,05/08/2017,First Class,TC-21295,59.2,1
CA-2017-167703,02/03/2017,02/08/2017,Standard Class,MC-17575,5.229,2
CA-2017-167752,1/15/2017,1/18/2017,First Class,RW-19690,34.384,4
CA-2017-167871,11/18/2017,11/23/2017,Standard Class,AF-10870,44.384,3
CA-2017-167899,5/21/2017,5/26/2017,Standard Class,JG-15805,520.05,2
CA-2017-167913,7/30/2017,08/03/2017,Second Class,JL-15835,330.4,1
CA-2017-167941,11/06/2017,11/09/2017,Second Class,JF-15565,499.584,3
CA-2017-167976,11/11/2017,11/14/2017,Second Class,JL-15505,25.5,2
CA-2017-168102,4/24/2017,4/30/2017,Standard Class,CP-12340,113.568,2
